millis,lat,lon,sat,alt,data,hora,altp,p,ax,ay,az,gx,gy,gz,pqd
237569,-22.590949,-42.764531,11,10.90,2025/6/2,13:34:2,-0.03,1026.58,0.23,9.39,1.25,0.02,-0.03,0.01,0
237804,-22.590949,-42.764531,11,10.90,2025/6/2,13:34:2,0.00,1026.57,0.21,9.19,1.47,-0.02,0.01,-0.00,0
238033,-22.590949,-42.764532,10,10.90,2025/6/2,13:34:3,-0.06,1026.58,0.51,9.68,1.57,-0.02,-0.02,-0.00,0
238276,-22.590949,-42.764532,10,10.90,2025/6/2,13:34:3,0.01,1026.57,0.34,9.42,1.61,0.00,-0.01,0.01,0
238510,-22.590949,-42.764532,10,10.90,2025/6/2,13:34:3,0.25,1026.54,0.54,9.38,1.49,-0.06,-0.01,0.02,0
238750,-22.590949,-42.764532,10,10.90,2025/6/2,13:34:3,0.05,1026.57,-0.18,9.13,1.82,-0.03,0.01,0.05,0
238989,-22.590950,-42.764532,11,10.90,2025/6/2,13:34:4,-0.07,1026.58,2.15,9.03,2.44,-0.14,-0.21,0.22,0
239233,-22.590950,-42.764532,11,10.90,2025/6/2,13:34:4,0.13,1026.56,0.64,9.10,1.51,-0.08,0.03,-0.20,0
239475,-22.590950,-42.764532,11,10.90,2025/6/2,13:34:4,-0.30,1026.61,0.32,9.27,1.50,-0.02,0.01,-0.16,0
239826,-22.590950,-42.764532,11,10.90,2025/6/2,13:34:4,-0.01,1026.57,-0.69,9.32,1.64,-0.02,-0.01,0.02,0
240059,-22.590950,-42.764532,11,10.80,2025/6/2,13:34:5,0.06,1026.56,-0.49,9.16,1.51,-0.15,-0.06,0.10,0
240298,-22.590950,-42.764532,11,10.80,2025/6/2,13:34:5,-0.13,1026.59,-0.49,9.20,1.59,0.12,-0.00,-0.03,0
240543,-22.590950,-42.764532,11,10.80,2025/6/2,13:34:5,0.02,1026.57,-0.10,9.18,1.88,-0.07,-0.16,0.12,0
240790,-22.590950,-42.764532,11,10.80,2025/6/2,13:34:5,0.19,1026.55,-0.49,9.27,1.89,0.18,0.02,0.04,0
241030,-22.590950,-42.764532,12,10.80,2025/6/2,13:34:6,0.30,1026.54,-0.11,9.62,1.45,-0.02,0.01,-0.11,0
241281,-22.590950,-42.764532,12,10.80,2025/6/2,13:34:6,-0.02,1026.57,-0.88,9.76,1.30,0.03,-0.03,0.10,0
241525,-22.590950,-42.764532,12,10.80,2025/6/2,13:34:6,-0.12,1026.59,-0.24,9.26,1.63,-0.14,-0.04,0.07,0
241771,-22.590950,-42.764532,12,10.80,2025/6/2,13:34:6,0.03,1026.57,-1.08,8.63,1.57,0.10,0.08,-0.09,0
242007,-22.590951,-42.764531,12,10.80,2025/6/2,13:34:7,0.22,1026.54,-0.69,9.10,1.87,-0.01,-0.03,0.05,0
242254,-22.590951,-42.764531,12,10.80,2025/6/2,13:34:7,0.08,1026.56,-0.31,8.98,1.87,0.01,-0.03,0.06,0
242500,-22.590951,-42.764531,12,10.80,2025/6/2,13:34:7,-0.04,1026.57,-0.94,9.00,1.76,-0.01,-0.03,0.02,0
242753,-22.590951,-42.764531,12,10.80,2025/6/2,13:34:7,0.13,1026.56,-0.03,9.16,2.81,-0.06,-0.03,0.07,0
243004,-22.590951,-42.764531,12,10.80,2025/6/2,13:34:8,0.13,1026.56,-0.78,9.37,1.92,0.02,-0.03,0.07,0
243248,-22.590951,-42.764531,12,10.80,2025/6/2,13:34:8,0.06,1026.56,-0.81,9.44,1.38,0.03,-0.08,-0.03,0
243502,-22.590951,-42.764531,12,10.80,2025/6/2,13:34:8,-0.13,1026.59,-0.78,9.41,2.16,-0.02,-0.06,0.09,0
243867,-22.590952,-42.764531,12,10.80,2025/6/2,13:34:9,0.02,1026.57,-0.78,9.08,1.96,0.07,-0.02,-0.03,0
244114,-22.590952,-42.764531,12,10.80,2025/6/2,13:34:9,0.05,1026.57,-0.10,8.88,1.27,0.03,-0.11,0.01,0
244358,-22.590952,-42.764531,12,10.80,2025/6/2,13:34:9,-0.05,1026.58,-0.40,9.67,1.70,-0.00,-0.07,-0.01,0
244609,-22.590952,-42.764531,12,10.80,2025/6/2,13:34:9,0.06,1026.56,-0.42,9.61,0.97,0.02,-0.21,-0.00,0
244860,-22.590952,-42.764531,12,10.80,2025/6/2,13:34:10,-0.02,1026.59,-0.69,9.49,1.18,0.10,-0.57,0.03,0
245148,-22.590952,-42.764531,12,10.70,2025/6/2,13:34:10,0.08,1026.56,-1.03,9.28,0.47,0.34,0.02,-0.31,0
245383,-22.590952,-42.764531,12,10.70,2025/6/2,13:34:10,-0.04,1026.58,-0.96,9.29,0.93,0.08,0.08,0.03,0
245618,-22.590952,-42.764531,12,10.70,2025/6/2,13:34:10,0.17,1026.55,-1.48,9.65,0.74,-0.06,0.23,0.01,0
245852,-22.590952,-42.764531,12,10.70,2025/6/2,13:34:10,-0.14,1026.59,-1.49,9.31,-0.22,-0.04,0.04,-0.03,0
246090,-22.590952,-42.764531,12,10.80,2025/6/2,13:34:11,-0.12,1026.59,-1.66,9.14,0.04,0.03,0.04,-0.08,0
246329,-22.590952,-42.764531,12,10.80,2025/6/2,13:34:11,0.03,1026.57,-2.31,9.48,0.03,0.05,0.03,-0.04,0
246569,-22.590952,-42.764531,12,10.80,2025/6/2,13:34:11,-0.07,1026.58,-1.37,9.34,0.39,0.01,-0.00,0.00,0
246804,-22.590952,-42.764531,12,10.80,2025/6/2,13:34:11,0.10,1026.56,-1.78,9.28,-0.06,-0.01,0.31,0.05,0
247043,-22.590952,-42.764532,12,10.80,2025/6/2,13:34:12,0.20,1026.55,-1.77,9.28,-0.48,-0.10,-0.01,0.08,0
247291,-22.590952,-42.764532,12,10.80,2025/6/2,13:34:12,0.09,1026.56,-2.02,9.32,-0.36,-0.05,0.03,0.06,0
247534,-22.590952,-42.764532,12,10.80,2025/6/2,13:34:12,-0.02,1026.57,-2.29,9.24,-0.13,-0.01,0.07,0.06,0
247882,-22.590952,-42.764532,12,10.80,2025/6/2,13:34:13,-0.01,1026.57,-2.00,9.37,-0.66,-0.09,-0.01,0.01,0
248110,-22.590952,-42.764532,12,10.80,2025/6/2,13:34:13,-0.07,1026.58,-2.13,9.34,-0.54,-0.07,0.05,0.03,0
248346,-22.590952,-42.764532,12,10.80,2025/6/2,13:34:13,-0.07,1026.58,-1.75,9.30,-0.18,-0.10,-0.01,0.07,0
248581,-22.590952,-42.764532,12,10.80,2025/6/2,13:34:13,0.19,1026.55,-1.99,9.20,0.36,-0.09,0.03,0.10,0
248818,-22.590952,-42.764532,12,10.80,2025/6/2,13:34:13,0.04,1026.57,-2.56,9.41,0.56,-0.07,-0.03,0.19,0
249058,-22.590952,-42.764532,12,10.80,2025/6/2,13:34:14,-0.19,1026.60,-1.78,9.18,0.81,-0.40,0.01,0.17,0
249305,-22.590952,-42.764532,12,10.80,2025/6/2,13:34:14,-0.24,1026.60,-0.94,9.72,1.78,-0.13,0.08,0.16,0
249543,-22.590952,-42.764532,12,10.80,2025/6/2,13:34:14,-0.05,1026.58,-1.53,9.49,1.88,-0.12,0.08,0.12,0
249793,-22.590952,-42.764532,12,10.80,2025/6/2,13:34:14,0.26,1026.54,-1.05,9.61,0.88,0.16,-0.02,-0.00,0
250037,-22.590953,-42.764532,12,10.80,2025/6/2,13:34:15,-0.03,1026.58,-1.24,9.35,1.36,0.09,-0.22,-0.06,0
250294,-22.590953,-42.764532,12,10.80,2025/6/2,13:34:15,0.02,1026.56,-1.01,9.45,0.58,-0.17,-0.75,-0.05,0
250540,-22.590953,-42.764532,12,10.80,2025/6/2,13:34:15,0.09,1026.56,0.43,9.59,1.49,0.01,-0.89,0.44,0
250780,-22.590953,-42.764532,12,10.80,2025/6/2,13:34:15,0.04,1026.57,0.12,9.39,1.68,-0.02,-0.66,0.08,0
251023,-22.590953,-42.764533,12,10.80,2025/6/2,13:34:16,0.16,1026.55,0.35,9.38,1.13,0.08,-0.43,-0.03,0
251280,-22.590953,-42.764533,12,10.80,2025/6/2,13:34:16,0.04,1026.57,0.40,9.38,1.40,-0.13,0.40,0.13,0
251533,-22.590953,-42.764533,12,10.80,2025/6/2,13:34:16,0.11,1026.56,1.41,8.74,1.67,-0.13,-0.12,0.37,0
251893,-22.590953,-42.764533,12,10.80,2025/6/2,13:34:17,-0.01,1026.57,0.74,8.98,1.37,0.01,-0.13,0.13,0
252136,-22.590953,-42.764533,12,10.80,2025/6/2,13:34:17,0.07,1026.56,1.08,9.17,2.68,-0.02,-0.08,-0.02,0
252385,-22.590953,-42.764533,12,10.80,2025/6/2,13:34:17,0.07,1026.56,0.76,9.69,2.11,0.03,-0.06,-0.21,0
252633,-22.590953,-42.764533,12,10.80,2025/6/2,13:34:17,0.01,1026.57,0.49,8.94,1.71,-0.01,0.04,0.03,0
252869,-22.590953,-42.764533,12,10.80,2025/6/2,13:34:18,-0.16,1026.59,0.98,8.99,1.75,-0.02,-0.06,0.03,0
253116,-22.590953,-42.764533,11,10.80,2025/6/2,13:34:18,0.01,1026.57,1.20,9.35,1.78,-0.13,-0.16,0.03,0
253370,-22.590953,-42.764533,11,10.80,2025/6/2,13:34:18,-0.05,1026.58,0.97,9.67,2.91,-0.01,0.02,0.09,0
253622,-22.590953,-42.764533,11,10.80,2025/6/2,13:34:18,-0.16,1026.59,0.43,10.10,2.31,-0.49,0.17,0.19,0
253873,-22.590954,-42.764532,11,10.80,2025/6/2,13:34:19,0.05,1026.57,1.32,8.35,5.39,-2.06,0.85,0.63,0
254117,-22.590954,-42.764532,11,10.80,2025/6/2,13:34:19,-0.15,1026.59,1.18,2.23,6.86,-2.19,-1.16,0.67,0
254372,-22.590954,-42.764532,11,10.80,2025/6/2,13:34:19,-0.20,1026.60,3.86,-0.11,8.45,0.06,0.30,1.04,0
254628,-22.590954,-42.764532,11,10.80,2025/6/2,13:34:19,-0.33,1026.61,3.07,-1.67,8.73,-0.61,-0.31,1.20,0
254920,-22.590954,-42.764531,11,10.80,2025/6/2,13:34:20,-0.28,1026.61,5.96,-1.98,7.74,-0.38,-0.37,0.59,0
255162,-22.590954,-42.764531,11,10.70,2025/6/2,13:34:20,-0.14,1026.59,3.89,-4.40,7.92,-0.30,-0.37,0.32,0
255398,-22.590954,-42.764531,11,10.70,2025/6/2,13:34:20,0.07,1026.56,3.87,-3.51,7.31,0.37,-0.30,0.16,0
255639,-22.590954,-42.764531,11,10.70,2025/6/2,13:34:20,0.32,1026.53,2.71,-2.65,7.65,0.11,0.59,0.30,0
255976,-22.590955,-42.764531,11,10.70,2025/6/2,13:34:21,0.18,1026.55,4.00,-3.48,7.83,0.37,-0.27,0.27,0
256213,-22.590955,-42.764531,11,10.70,2025/6/2,13:34:21,0.28,1026.54,4.39,-3.90,7.75,0.22,-0.19,0.29,0
256445,-22.590955,-42.764531,11,10.70,2025/6/2,13:34:21,0.22,1026.55,4.89,-2.34,8.14,0.32,0.16,0.19,0
256670,-22.590955,-42.764531,11,10.70,2025/6/2,13:34:21,0.19,1026.55,4.09,-1.84,7.95,-0.09,-0.12,0.01,0
256902,-22.590953,-42.764531,11,10.70,2025/6/2,13:34:22,0.16,1026.55,5.42,-2.19,7.55,0.30,-0.13,0.07,0
257140,-22.590953,-42.764531,10,10.80,2025/6/2,13:34:22,0.32,1026.53,4.87,-1.64,7.68,0.05,-0.05,-0.04,0
257378,-22.590953,-42.764531,10,10.80,2025/6/2,13:34:22,0.25,1026.54,5.52,-2.36,6.48,-0.23,-0.11,0.24,0
257616,-22.590953,-42.764531,10,10.80,2025/6/2,13:34:22,-0.10,1026.58,3.44,-4.07,9.58,-0.09,0.84,0.40,0
257859,-22.590954,-42.764529,10,10.80,2025/6/2,13:34:23,-0.01,1026.57,2.33,-3.96,9.44,0.08,0.50,0.72,0
258092,-22.590954,-42.764529,11,10.70,2025/6/2,13:34:23,0.09,1026.56,2.35,-3.96,7.72,0.25,-0.21,0.01,0
258333,-22.590954,-42.764529,11,10.70,2025/6/2,13:34:23,-0.03,1026.57,2.78,-3.05,8.50,-0.41,-0.18,-0.03,0
258572,-22.590954,-42.764529,11,10.70,2025/6/2,13:34:23,-0.17,1026.59,2.58,-5.19,7.94,-0.61,0.02,-0.23,0
258812,-22.590954,-42.764529,11,10.70,2025/6/2,13:34:23,-0.07,1026.58,2.66,-5.09,7.61,-0.21,0.45,-0.54,0
259059,-22.590955,-42.764529,11,10.80,2025/6/2,13:34:24,0.20,1026.55,1.86,-4.80,8.13,-0.22,0.42,-0.35,0
259305,-22.590955,-42.764529,11,10.80,2025/6/2,13:34:24,0.19,1026.55,1.72,-5.24,7.92,-0.09,0.23,-0.16,0
259552,-22.590955,-42.764529,11,10.80,2025/6/2,13:34:24,-0.02,1026.57,1.93,-5.46,7.85,-0.06,0.01,-0.05,0
259912,-22.590955,-42.764529,11,10.80,2025/6/2,13:34:25,0.02,1026.57,1.59,-4.74,8.38,-0.06,-0.28,0.02,0
260152,-22.590955,-42.764529,11,10.80,2025/6/2,13:34:25,-0.04,1026.58,2.56,-5.26,7.49,-0.02,-0.06,-0.19,0
260397,-22.590955,-42.764529,11,10.80,2025/6/2,13:34:25,0.05,1026.57,2.76,-4.81,7.48,0.08,0.18,-0.09,0
260640,-22.590955,-42.764529,11,10.80,2025/6/2,13:34:25,0.06,1026.56,3.08,-4.91,7.67,0.00,-0.19,0.01,0
260881,-22.590954,-42.764529,11,10.80,2025/6/2,13:34:26,-0.05,1026.58,3.17,-4.38,7.62,0.23,0.07,0.19,0
261122,-22.590954,-42.764529,11,10.80,2025/6/2,13:34:26,0.09,1026.56,2.76,-3.79,6.67,-0.58,0.33,-0.62,0
261369,-22.590954,-42.764529,11,10.80,2025/6/2,13:34:26,-0.06,1026.58,3.34,-5.06,8.01,-0.23,0.05,0.20,0
261619,-22.590954,-42.764529,11,10.80,2025/6/2,13:34:26,0.10,1026.56,3.74,-5.85,7.08,0.08,-0.05,-0.04,0
261866,-22.590954,-42.764529,11,10.80,2025/6/2,13:34:27,0.08,1026.56,3.05,-5.47,7.05,-0.74,0.28,-0.27,0
262122,-22.590954,-42.764529,10,11.00,2025/6/2,13:34:27,0.09,1026.56,3.02,-6.08,6.46,-0.20,0.49,-0.45,0
262371,-22.590954,-42.764529,10,11.00,2025/6/2,13:34:27,0.12,1026.56,2.78,-6.37,7.33,-0.09,0.09,-0.28,0
262622,-22.590954,-42.764529,10,11.00,2025/6/2,13:34:27,-0.06,1026.58,3.64,-6.85,6.20,-0.46,-0.07,-0.25,0
262870,-22.590954,-42.764530,10,11.00,2025/6/2,13:34:28,0.35,1026.53,3.24,-6.86,6.34,-0.02,0.01,-0.23,0
263121,-22.590954,-42.764530,12,10.90,2025/6/2,13:34:28,0.16,1026.55,4.50,-5.81,6.11,0.33,-0.16,-0.15,0
263375,-22.590954,-42.764530,12,10.90,2025/6/2,13:34:28,0.22,1026.55,4.61,-5.95,6.99,0.87,-0.36,0.26,0
263629,-22.590954,-42.764530,12,10.90,2025/6/2,13:34:28,0.15,1026.55,3.68,-4.59,7.28,0.38,0.58,-0.22,0
263985,-22.590955,-42.764530,11,10.90,2025/6/2,13:34:29,-0.22,1026.60,1.81,-3.56,8.77,-0.13,0.97,-0.50,0
264238,-22.590955,-42.764530,11,10.90,2025/6/2,13:34:29,0.04,1026.57,1.43,-3.89,8.42,0.09,0.63,0.15,0
264491,-22.590955,-42.764530,11,10.90,2025/6/2,13:34:29,-0.20,1026.60,-0.08,-3.57,8.67,-0.07,0.18,0.56,0
264737,-22.590955,-42.764530,11,10.90,2025/6/2,13:34:29,0.02,1026.57,0.78,-4.02,8.83,-0.17,-0.83,0.53,0
265023,-22.590955,-42.764530,11,10.70,2025/6/2,13:34:30,0.05,1026.57,4.05,-4.85,7.53,-0.21,-0.35,-0.23,0
265260,-22.590955,-42.764530,11,10.70,2025/6/2,13:34:30,0.08,1026.56,4.62,-5.42,6.59,-0.33,-0.12,-0.09,0
265497,-22.590955,-42.764530,11,10.70,2025/6/2,13:34:30,0.09,1026.57,4.48,-5.55,7.15,-0.10,0.17,-0.09,0
265729,-22.590955,-42.764530,11,10.70,2025/6/2,13:34:30,0.12,1026.56,4.46,-5.20,6.83,0.20,0.49,-0.02,0
265960,-22.590955,-42.764531,11,10.70,2025/6/2,13:34:31,0.06,1026.56,4.30,-5.12,6.47,-0.10,-0.07,-0.01,0
266194,-22.590955,-42.764531,11,10.70,2025/6/2,13:34:31,0.20,1026.55,4.19,-4.75,7.22,-0.10,0.12,-0.03,0
266437,-22.590955,-42.764531,11,10.70,2025/6/2,13:34:31,-0.01,1026.57,4.05,-5.62,7.33,-0.17,0.16,-0.10,0
266674,-22.590955,-42.764531,11,10.70,2025/6/2,13:34:31,0.03,1026.57,3.49,-5.24,7.28,0.04,0.05,-0.14,0
266908,-22.590955,-42.764531,11,10.70,2025/6/2,13:34:32,0.11,1026.56,3.39,-5.04,7.18,0.09,0.08,0.10,0
267137,-22.590955,-42.764531,12,10.60,2025/6/2,13:34:32,-0.00,1026.57,3.35,-4.98,7.33,-0.15,-0.13,0.05,0
267379,-22.590955,-42.764531,12,10.60,2025/6/2,13:34:32,0.04,1026.57,3.41,-5.20,7.90,0.12,0.01,0.04,0
267615,-22.590955,-42.764531,12,10.60,2025/6/2,13:34:32,-0.01,1026.57,3.15,-5.16,7.07,-0.27,0.40,-0.18,0
267960,-22.590953,-42.764531,12,10.60,2025/6/2,13:34:33,-0.06,1026.58,2.79,-4.94,7.71,0.01,-0.09,0.26,0
268195,-22.590953,-42.764531,12,10.70,2025/6/2,13:34:33,-0.02,1026.57,2.91,-5.03,7.41,-0.39,-0.32,-0.01,0
268428,-22.590953,-42.764531,12,10.70,2025/6/2,13:34:33,-0.02,1026.57,4.40,-7.01,4.29,0.92,-0.03,0.65,0
268668,-22.590953,-42.764531,12,10.70,2025/6/2,13:34:33,0.10,1026.56,3.29,-3.71,6.71,-1.01,-0.88,0.23,0
268903,-22.590953,-42.764531,12,10.70,2025/6/2,13:34:34,0.03,1026.56,4.31,-5.63,6.15,0.24,0.21,-0.08,0
269141,-22.590953,-42.764531,12,10.60,2025/6/2,13:34:34,0.11,1026.56,4.13,-5.16,6.92,-0.14,0.02,-0.08,0
269379,-22.590953,-42.764531,12,10.60,2025/6/2,13:34:34,0.07,1026.56,3.71,-4.99,6.60,-0.57,0.06,0.06,0
269625,-22.590953,-42.764531,12,10.60,2025/6/2,13:34:34,0.15,1026.56,3.83,-6.20,6.37,-0.14,0.25,0.05,0
269870,-22.590953,-42.764530,12,10.60,2025/6/2,13:34:35,0.16,1026.55,2.75,-6.26,6.59,-0.12,0.06,-0.21,0
270117,-22.590953,-42.764530,12,10.60,2025/6/2,13:34:35,0.15,1026.55,3.80,-6.44,5.94,-0.26,0.02,0.16,0
270365,-22.590953,-42.764530,12,10.60,2025/6/2,13:34:35,0.11,1026.56,3.55,-7.47,6.04,-0.15,0.10,0.01,0
270615,-22.590953,-42.764530,12,10.60,2025/6/2,13:34:35,0.16,1026.55,3.42,-6.67,6.39,0.27,0.06,-0.27,0
270865,-22.590953,-42.764530,12,10.60,2025/6/2,13:34:36,0.27,1026.54,3.52,-5.92,6.23,0.16,0.07,0.17,0
271107,-22.590953,-42.764530,12,10.40,2025/6/2,13:34:36,-0.03,1026.58,3.54,-5.84,7.06,-0.04,-0.01,0.01,0
271363,-22.590953,-42.764530,12,10.40,2025/6/2,13:34:36,0.03,1026.57,3.35,-5.87,6.73,0.03,-0.14,-0.10,0
271616,-22.590953,-42.764530,12,10.40,2025/6/2,13:34:36,-0.30,1026.61,3.91,-6.26,5.49,-0.39,-0.15,0.35,0
271978,-22.590954,-42.764531,12,10.20,2025/6/2,13:34:37,-0.11,1026.59,4.20,-7.25,5.17,-0.66,0.01,-0.05,0
272220,-22.590954,-42.764531,12,10.20,2025/6/2,13:34:37,-0.06,1026.58,4.71,-6.73,4.27,0.10,-0.99,-0.05,0
272469,-22.590954,-42.764531,12,10.20,2025/6/2,13:34:37,0.31,1026.53,5.95,-6.86,2.99,-0.20,-0.37,-0.29,0
272714,-22.590954,-42.764531,12,10.20,2025/6/2,13:34:37,-0.02,1026.57,6.28,-7.84,3.20,-0.18,-0.10,0.11,0
272969,-22.590955,-42.764533,12,9.80,2025/6/2,13:34:38,-0.12,1026.59,6.05,-7.03,4.10,-0.10,0.45,-0.18,0
273219,-22.590955,-42.764533,12,9.80,2025/6/2,13:34:38,-0.01,1026.57,5.47,-6.83,4.72,0.20,0.83,-0.46,0
273474,-22.590955,-42.764533,12,9.80,2025/6/2,13:34:38,-0.04,1026.58,2.28,-0.84,9.43,-0.26,-0.82,1.31,0
273720,-22.590955,-42.764533,12,9.80,2025/6/2,13:34:38,-0.13,1026.59,5.47,-6.09,6.23,0.35,-0.86,0.59,0
273971,-22.590954,-42.764534,11,10.40,2025/6/2,13:34:39,-0.17,1026.59,5.08,-4.27,7.31,0.62,-0.90,0.61,0
274221,-22.590954,-42.764534,11,10.40,2025/6/2,13:34:39,0.07,1026.56,5.38,-3.20,7.14,0.34,-0.29,-0.06,0
274476,-22.590954,-42.764534,11,10.40,2025/6/2,13:34:39,-0.01,1026.57,5.58,-2.87,7.01,0.69,-0.54,0.59,0
274760,-22.590954,-42.764534,11,10.40,2025/6/2,13:34:39,-0.02,1026.57,5.14,-2.65,7.94,-0.31,0.10,0.11,0
275000,-22.590954,-42.764534,12,10.50,2025/6/2,13:34:40,-0.11,1026.58,5.34,-2.97,7.76,0.02,0.00,0.17,0
275234,-22.590954,-42.764534,12,10.50,2025/6/2,13:34:40,0.10,1026.56,5.32,-2.77,7.52,0.24,-0.57,0.44,0
275474,-22.590954,-42.764534,12,10.50,2025/6/2,13:34:40,0.15,1026.55,6.32,-2.09,6.81,0.07,-0.17,-0.05,0
275710,-22.590954,-42.764534,12,10.50,2025/6/2,13:34:40,0.14,1026.55,7.06,-2.15,6.68,0.36,-0.62,0.23,0
276050,-22.590954,-42.764535,12,10.10,2025/6/2,13:34:41,0.15,1026.55,9.13,-3.05,3.74,-0.29,0.20,0.01,0
276285,-22.590954,-42.764535,12,10.10,2025/6/2,13:34:41,0.06,1026.56,7.42,-3.61,5.89,-0.02,0.40,0.35,0
276518,-22.590954,-42.764535,12,10.10,2025/6/2,13:34:41,0.42,1026.52,7.36,-2.86,6.88,0.29,-0.34,-0.20,0
276751,-22.590954,-42.764535,12,10.10,2025/6/2,13:34:41,-0.00,1026.57,7.31,-2.58,5.37,-0.10,0.83,0.09,0
276986,-22.590954,-42.764534,12,10.30,2025/6/2,13:34:42,0.17,1026.55,3.46,-2.63,9.21,-0.23,1.40,0.21,0
277233,-22.590954,-42.764534,12,10.30,2025/6/2,13:34:42,-0.17,1026.59,3.54,-4.36,8.62,0.45,1.67,-0.27,0
277472,-22.590954,-42.764534,12,10.30,2025/6/2,13:34:42,-0.05,1026.58,0.57,-2.81,8.50,0.16,1.62,-0.01,0
277712,-22.590954,-42.764534,12,10.30,2025/6/2,13:34:42,-0.14,1026.59,-1.93,-2.60,10.28,0.15,-0.04,0.51,0
277952,-22.590953,-42.764534,12,10.30,2025/6/2,13:34:43,-0.06,1026.58,-3.33,-2.55,7.50,-0.33,1.28,-0.91,0
278192,-22.590953,-42.764534,12,10.30,2025/6/2,13:34:43,0.25,1026.54,-3.80,-4.32,8.19,0.73,1.79,-0.51,0
278431,-22.590953,-42.764534,12,10.30,2025/6/2,13:34:43,0.14,1026.55,-6.02,-5.25,6.68,-0.72,0.08,0.21,0
278671,-22.590953,-42.764534,12,10.30,2025/6/2,13:34:43,0.05,1026.57,-5.24,-2.79,6.04,-0.18,-0.09,0.03,0
278918,-22.590952,-42.764532,12,10.30,2025/6/2,13:34:44,0.16,1026.55,-5.72,-3.53,4.92,0.89,0.97,-0.70,0
279166,-22.590952,-42.764532,12,10.50,2025/6/2,13:34:44,0.16,1026.55,-6.78,-3.85,6.38,0.16,0.14,0.58,0
279415,-22.590952,-42.764532,12,10.50,2025/6/2,13:34:44,-0.13,1026.59,-7.27,-2.93,4.50,0.05,0.38,0.09,0
279666,-22.590952,-42.764532,12,10.50,2025/6/2,13:34:44,0.03,1026.57,-5.56,-4.52,7.29,-1.57,1.93,-0.01,0
280014,-22.590952,-42.764530,12,10.40,2025/6/2,13:34:45,0.18,1026.55,-6.45,-1.97,4.58,0.07,-4.37,0.68,0
280255,-22.590952,-42.764530,12,10.40,2025/6/2,13:34:45,0.02,1026.57,-9.65,-1.44,1.48,-0.32,1.00,0.85,0
280501,-22.590952,-42.764530,12,10.40,2025/6/2,13:34:45,0.51,1026.51,-9.32,0.51,-0.35,0.29,-0.52,0.80,0
280744,-22.590952,-42.764530,12,10.40,2025/6/2,13:34:45,0.34,1026.53,-7.93,0.69,-0.69,0.56,1.17,0.06,0
280991,-22.590953,-42.764531,10,10.30,2025/6/2,13:34:46,0.22,1026.55,-9.86,0.91,-3.56,-0.19,-0.04,0.19,0
281239,-22.590953,-42.764531,10,10.30,2025/6/2,13:34:46,0.29,1026.54,-8.87,0.76,-3.21,0.12,-0.37,0.16,0
281491,-22.590953,-42.764531,10,10.30,2025/6/2,13:34:46,0.06,1026.56,-9.56,1.30,-3.16,-0.23,0.06,0.23,0
281745,-22.590953,-42.764531,10,10.30,2025/6/2,13:34:46,0.43,1026.52,-6.01,5.20,-10.81,-4.37,3.21,-1.81,0
281991,-22.590952,-42.764531,12,10.20,2025/6/2,13:34:47,0.32,1026.53,-9.21,1.57,-2.44,-0.17,-0.93,-0.57,0
282245,-22.590952,-42.764531,12,10.20,2025/6/2,13:34:47,0.26,1026.54,-9.02,0.95,-0.28,0.71,-0.92,-0.41,0
282496,-22.590952,-42.764531,12,10.20,2025/6/2,13:34:47,0.34,1026.53,-9.09,0.29,0.64,-0.02,-0.30,-0.28,0
282744,-22.590952,-42.764531,12,10.20,2025/6/2,13:34:47,-0.02,1026.57,-9.65,0.29,0.49,-0.33,-0.10,0.06,0
283003,-22.590951,-42.764531,12,10.00,2025/6/2,13:34:48,0.01,1026.57,-8.71,-0.21,2.50,-0.30,-0.51,-0.11,0
283259,-22.590951,-42.764531,12,10.00,2025/6/2,13:34:48,0.21,1026.55,-9.17,0.28,0.87,-0.09,0.02,0.11,0
283520,-22.590951,-42.764531,12,10.00,2025/6/2,13:34:48,0.21,1026.55,-9.70,0.01,2.27,-0.80,0.13,0.74,0
283776,-22.590951,-42.764531,12,10.00,2025/6/2,13:34:48,0.26,1026.54,-9.41,3.44,2.52,-0.64,0.10,0.59,0
284140,-22.590947,-42.764530,11,10.60,2025/6/2,13:34:49,0.33,1026.53,-8.86,1.95,1.93,0.15,0.48,0.31,0
284387,-22.590947,-42.764530,11,10.60,2025/6/2,13:34:49,0.39,1026.52,-9.42,1.58,0.27,0.39,0.24,-0.27,0
284636,-22.590947,-42.764530,11,10.60,2025/6/2,13:34:49,0.17,1026.55,-9.81,2.18,-0.09,-0.47,0.01,0.62,0
284922,-22.590944,-42.764529,11,10.60,2025/6/2,13:34:50,0.17,1026.55,-8.31,2.84,0.96,-0.50,0.03,0.30,0
285154,-22.590944,-42.764529,12,11.00,2025/6/2,13:34:50,0.31,1026.53,-6.05,5.32,3.63,-0.05,0.63,0.39,0
285390,-22.590944,-42.764529,12,11.00,2025/6/2,13:34:50,0.29,1026.54,-8.77,0.49,3.10,0.45,-0.33,-0.96,0
285628,-22.590944,-42.764529,12,11.00,2025/6/2,13:34:50,0.28,1026.54,-8.86,0.55,1.96,0.41,0.22,0.21,0
285853,-22.590944,-42.764529,12,11.00,2025/6/2,13:34:50,0.04,1026.57,-8.55,2.08,3.61,0.26,-0.02,0.42,0
286089,-22.590943,-42.764530,12,11.10,2025/6/2,13:34:51,0.07,1026.56,-9.16,2.16,1.87,-0.61,0.04,0.07,0
