millis,lat,lon,sat,alt,data,hora,altp,p,ax,ay,az,gx,gy,gz
129621,-22.286831,-42.542289,8,875.20,2025/5/15,12:8:17,-0.40,927.76,1.01,0.04,8.96,-0.01,-0.01,0.02
129821,-22.286831,-42.542289,8,875.20,2025/5/15,12:8:17,-0.43,927.77,1.02,-0.00,8.96,-0.01,-0.02,0.03
130021,-22.286831,-42.542289,8,875.20,2025/5/15,12:8:17,-0.37,927.76,1.05,0.01,8.93,-0.00,-0.02,0.02
130222,-22.286831,-42.542289,8,875.20,2025/5/15,12:8:17,-0.34,927.76,1.06,-0.01,8.98,-0.00,-0.02,0.02
130422,-22.286829,-42.542290,8,874.90,2025/5/15,12:8:18,-0.43,927.77,1.05,0.04,8.99,-0.01,-0.02,0.02
130622,-22.286829,-42.542290,8,874.90,2025/5/15,12:8:18,-0.54,927.78,1.02,-0.01,9.03,-0.01,-0.01,0.02
130822,-22.286829,-42.542290,8,874.90,2025/5/15,12:8:18,-0.66,927.79,1.05,0.02,9.02,-0.00,-0.03,0.02
131022,-22.286829,-42.542290,8,874.90,2025/5/15,12:8:18,-0.39,927.76,1.00,0.07,8.96,-0.00,-0.02,0.03
131222,-22.286829,-42.542290,8,874.90,2025/5/15,12:8:18,-0.55,927.78,1.06,-0.13,8.86,-0.01,-0.02,0.02
131422,-22.286829,-42.542288,8,874.70,2025/5/15,12:8:19,-0.34,927.76,1.11,0.02,8.92,-0.01,-0.02,0.02
131622,-22.286829,-42.542288,8,874.70,2025/5/15,12:8:19,-0.24,927.75,1.02,-0.01,8.97,-0.01,-0.01,0.02
131822,-22.286829,-42.542288,8,874.70,2025/5/15,12:8:19,-0.50,927.77,1.07,0.03,8.86,-0.01,-0.01,0.02
132022,-22.286829,-42.542288,8,874.70,2025/5/15,12:8:19,-0.44,927.77,1.05,-0.01,8.97,-0.01,-0.01,0.03
132223,-22.286829,-42.542288,8,874.70,2025/5/15,12:8:19,-0.33,927.76,1.04,0.00,8.92,-0.00,-0.02,0.03
132423,-22.286825,-42.542288,8,874.70,2025/5/15,12:8:20,-0.42,927.77,1.06,0.00,9.02,-0.01,-0.02,0.03
132623,-22.286825,-42.542288,8,874.70,2025/5/15,12:8:20,-0.54,927.78,1.04,0.03,9.07,-0.01,-0.02,0.03
132823,-22.286825,-42.542288,8,874.70,2025/5/15,12:8:20,-0.62,927.79,1.01,0.03,8.96,-0.01,-0.02,0.02
133023,-22.286825,-42.542288,8,874.70,2025/5/15,12:8:20,-0.63,927.79,0.99,0.01,8.96,-0.01,-0.01,0.03
133223,-22.286825,-42.542288,8,874.70,2025/5/15,12:8:20,-0.63,927.79,1.07,0.00,8.95,-0.01,-0.02,0.03
133423,-22.286822,-42.542286,8,874.80,2025/5/15,12:8:21,-0.30,927.75,1.04,0.02,9.07,-0.01,-0.02,0.02
133623,-22.286822,-42.542286,8,874.80,2025/5/15,12:8:21,-0.46,927.77,1.04,0.03,9.02,-0.01,-0.01,0.02
133823,-22.286822,-42.542286,8,874.80,2025/5/15,12:8:21,-0.46,927.77,1.08,0.05,8.99,-0.01,-0.02,0.03
134023,-22.286822,-42.542286,8,874.80,2025/5/15,12:8:21,-0.29,927.75,1.07,-0.02,8.94,-0.00,-0.02,0.02
134224,-22.286822,-42.542286,8,874.80,2025/5/15,12:8:21,-0.30,927.75,1.23,0.05,8.97,-0.01,-0.00,0.03
134424,-22.286820,-42.542285,8,874.80,2025/5/15,12:8:22,-0.74,927.80,1.03,0.00,9.04,-0.01,-0.02,0.02
134624,-22.286820,-42.542285,8,874.80,2025/5/15,12:8:22,-0.51,927.78,1.05,-0.01,8.94,-0.01,-0.03,0.03
134824,-22.286820,-42.542285,8,874.80,2025/5/15,12:8:22,-0.45,927.77,0.94,0.02,8.96,-0.01,-0.02,0.02
135024,-22.286820,-42.542285,8,874.80,2025/5/15,12:8:22,-0.35,927.76,1.03,0.03,8.86,-0.01,-0.02,0.02
135224,-22.286820,-42.542285,8,874.80,2025/5/15,12:8:22,-0.39,927.76,0.92,0.02,8.99,-0.01,-0.01,0.02
135424,-22.286818,-42.542282,8,875.00,2025/5/15,12:8:23,-0.46,927.77,1.08,0.03,9.03,-0.01,-0.02,0.02
135624,-22.286818,-42.542282,8,875.00,2025/5/15,12:8:23,-0.56,927.78,1.06,-0.10,9.00,-0.00,-0.02,0.03
135824,-22.286818,-42.542282,8,875.00,2025/5/15,12:8:23,-0.45,927.77,1.12,0.04,8.94,-0.01,-0.01,0.02
136024,-22.286818,-42.542282,8,875.00,2025/5/15,12:8:23,-0.60,927.79,1.13,-0.02,8.99,-0.00,-0.02,0.02
136225,-22.286818,-42.542282,8,875.00,2025/5/15,12:8:23,-0.56,927.78,1.06,0.00,9.03,-0.00,-0.02,0.02
136425,-22.286820,-42.542281,8,874.70,2025/5/15,12:8:24,-0.47,927.77,1.06,-0.01,9.03,-0.01,-0.03,0.03
136625,-22.286820,-42.542281,8,874.70,2025/5/15,12:8:24,-0.56,927.78,0.99,-0.03,9.00,-0.01,-0.02,0.02
136825,-22.286820,-42.542281,8,874.70,2025/5/15,12:8:24,-0.50,927.77,1.02,-0.04,8.95,-0.01,-0.02,0.03
137025,-22.286820,-42.542281,8,874.70,2025/5/15,12:8:24,-0.63,927.79,1.01,0.01,8.94,-0.00,-0.02,0.02
137225,-22.286820,-42.542281,8,874.70,2025/5/15,12:8:24,-0.38,927.76,1.10,-0.00,8.98,-0.01,-0.01,0.02
137425,-22.286823,-42.542278,8,874.90,2025/5/15,12:8:25,-0.47,927.77,0.97,0.01,9.09,-0.01,-0.03,0.02
137625,-22.286823,-42.542278,8,874.90,2025/5/15,12:8:25,-0.56,927.78,1.10,0.05,8.98,-0.00,-0.03,0.02
137825,-22.286823,-42.542278,8,874.90,2025/5/15,12:8:25,-0.78,927.81,1.01,-0.01,9.02,-0.00,-0.02,0.03
138025,-22.286823,-42.542278,8,874.90,2025/5/15,12:8:25,-0.84,927.81,1.07,-0.00,8.97,-0.01,-0.02,0.02
138226,-22.286823,-42.542278,8,874.90,2025/5/15,12:8:25,-0.62,927.79,1.00,-0.00,9.09,-0.00,-0.02,0.03
138426,-22.286834,-42.542273,8,874.70,2025/5/15,12:8:26,-0.34,927.76,1.03,-0.08,8.89,-0.01,-0.01,0.02
138626,-22.286834,-42.542273,8,874.70,2025/5/15,12:8:26,-0.67,927.79,1.11,0.03,8.93,-0.01,-0.01,0.03
138826,-22.286834,-42.542273,8,874.70,2025/5/15,12:8:26,-0.62,927.79,1.11,-0.01,9.11,-0.01,-0.02,0.03
139026,-22.286834,-42.542273,8,874.70,2025/5/15,12:8:26,-0.62,927.79,1.07,-0.01,9.00,-0.01,-0.02,0.02
139226,-22.286834,-42.542273,8,874.70,2025/5/15,12:8:26,-0.72,927.80,1.02,0.00,9.05,-0.01,-0.02,0.02
139426,-22.286816,-42.542279,8,874.60,2025/5/15,12:8:27,-0.59,927.78,1.01,-0.01,8.98,-0.00,-0.03,0.02
139626,-22.286816,-42.542279,8,874.60,2025/5/15,12:8:27,-0.74,927.80,1.01,-0.01,9.06,-0.01,-0.02,0.02
139826,-22.286816,-42.542279,8,874.60,2025/5/15,12:8:27,-0.51,927.78,1.05,0.03,9.02,-0.01,-0.01,0.02
140026,-22.286816,-42.542279,8,874.60,2025/5/15,12:8:27,-0.62,927.79,1.03,0.02,9.07,-0.01,-0.02,0.02
140227,-22.286816,-42.542279,8,874.60,2025/5/15,12:8:27,-0.51,927.78,1.01,0.01,9.05,-0.01,-0.02,0.02
140427,-22.286817,-42.542276,8,874.80,2025/5/15,12:8:28,-0.65,927.79,1.03,0.00,8.93,-0.00,-0.02,0.03
140627,-22.286817,-42.542276,8,874.80,2025/5/15,12:8:28,-0.68,927.79,1.02,-0.02,8.96,-0.01,-0.02,0.02
140827,-22.286817,-42.542276,8,874.80,2025/5/15,12:8:28,-0.46,927.77,1.10,0.02,8.95,-0.00,-0.03,0.02
141027,-22.286817,-42.542276,8,874.80,2025/5/15,12:8:28,-0.49,927.77,1.04,0.04,9.08,-0.01,-0.02,0.02
141227,-22.286817,-42.542276,8,874.80,2025/5/15,12:8:28,-0.49,927.77,1.03,-0.01,9.05,-0.00,-0.02,0.03
141427,-22.286816,-42.542276,8,874.80,2025/5/15,12:8:29,-0.36,927.76,1.04,0.06,8.99,-0.00,-0.01,0.02
141627,-22.286816,-42.542276,8,874.80,2025/5/15,12:8:29,-0.47,927.77,1.02,-0.04,8.92,-0.00,-0.01,0.02
141827,-22.286816,-42.542276,8,874.80,2025/5/15,12:8:29,-0.47,927.77,1.02,-0.02,8.92,-0.00,-0.02,0.02
142027,-22.286816,-42.542276,8,874.80,2025/5/15,12:8:29,-0.45,927.79,1.06,0.03,9.01,-0.01,-0.02,0.02
142228,-22.286816,-42.542276,8,874.80,2025/5/15,12:8:29,-0.69,927.80,1.02,0.01,9.06,-0.01,-0.02,0.03
142428,-22.286814,-42.542274,8,874.90,2025/5/15,12:8:30,-0.44,927.77,1.06,0.06,8.99,-0.01,-0.01,0.02
142628,-22.286814,-42.542274,8,874.90,2025/5/15,12:8:30,-0.51,927.78,1.04,0.02,8.96,-0.01,-0.01,0.02
142828,-22.286814,-42.542274,8,874.90,2025/5/15,12:8:30,-0.44,927.77,1.04,0.00,9.05,-0.01,-0.02,0.02
143028,-22.286814,-42.542274,8,874.90,2025/5/15,12:8:30,-0.50,927.77,1.03,-0.02,9.00,-0.01,-0.02,0.03
